基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
光大安祺债券C,003108,0.00亿元（2020-09-30）,-0.19%,1.53%,2.03%,4.29%,6.62%,15.10%,黄波,317天,2.70%,1年又94天
长安泓源纯债债券C,004898,1.55亿元（2020-09-30）,0.48%,-1.33%,-0.86%,1.42%,-5.89%,15.51%,孟楠,236天,-1.01%,1年又187天
平安短债I,010048,0.00亿元（2020-09-30）,0.65%,0.99%,--,--,--,0.96%,段玮婧,46天,0.88%,4年又6天
华润元大润泽债券A,004893,0.43亿元（2020-09-30）,0.81%,1.18%,1.29%,2.79%,--,7.96%,魏晓菲,34天,0.84%,1年又129天
交银裕利纯债债券C,519787,0.00亿元（2020-09-30）,0.66%,1.01%,1.16%,2.11%,10.52%,14.68%,连端清,3年又286天,13.69%,5年又161天
永赢同利债券A,007351,15.66亿元（2020-09-30）,0.61%,1.01%,1.18%,2.40%,--,3.46%,牟琼屿,1年又177天,3.46%,2年又295天
银华安盈短债债券C,006497,0.03亿元（2020-09-30）,0.63%,0.99%,1.25%,2.33%,--,5.63%,赵楠楠,1年又24天,2.70%,1年又165天
长安泓润纯债债券A,005345,1.54亿元（2020-09-30）,1.02%,1.34%,1.75%,3.04%,--,12.35%,刘兴旺,1年又110天,4.77%,6年又33天
融通通捷债券,006164,6.45亿元（2020-09-30）,0.86%,0.69%,0.71%,2.76%,--,8.27%,朱浩然,2年又57天,8.27%,3年又125天
鑫元臻利A,006631,5.28亿元（2020-09-30）,0.64%,1.06%,1.38%,3.03%,--,6.88%,郑文旭,265天,0.88%,2年又339天
光大安祺债券A,003107,2.29亿元（2020-09-30）,-0.16%,1.60%,2.17%,4.58%,7.58%,16.47%,黄波,317天,2.94%,1年又94天
国泰民安增益纯债C,006340,0.02亿元（2020-09-30）,0.64%,1.15%,1.13%,2.47%,--,6.05%,黄志翔,1年又362天,5.08%,4年又65天
工银尊享短债债券F,007717,0.00亿元（2020-09-30）,0.95%,1.03%,2.07%,3.67%,--,4.84%,王朔,41天,1.09%,7年又62天
南方初元中短债E,008080,0.00亿元（2020-09-30）,0.55%,0.81%,1.42%,2.47%,--,3.21%,李慧鹏,163天,1.28%,6年又79天
浙商惠利纯债债券,003220,2.31亿元（2020-09-30）,0.57%,0.77%,1.11%,2.47%,11.42%,16.17%,赵柳燕,277天,0.79%,278天
永赢同利债券C,007352,0.00亿元（2020-09-30）,0.60%,0.97%,1.10%,2.20%,--,3.18%,牟琼屿,1年又177天,3.18%,2年又295天
兴银中短债A,006545,1.31亿元（2020-09-30）,0.54%,0.78%,1.32%,3.07%,--,8.09%,李文程,362天,2.96%,2年又275天
中银招利债券C,007753,0.51亿元（2020-09-30）,1.08%,3.54%,3.18%,5.86%,--,8.23%,陈玮,1年又106天,8.23%,6年又12天
易方达安源中短债债券A,110053,0.51亿元（2020-09-30）,0.68%,1.25%,1.88%,2.91%,--,5.12%,李一硕,1年又228天,5.09%,6年又184天
中加裕盈纯债债券,007121,11.02亿元（2020-09-30）,0.69%,1.22%,1.41%,2.43%,--,4.71%,王霈,312天,1.58%,326天
平安短债C,005755,0.05亿元（2020-09-30）,0.67%,1.65%,2.07%,3.17%,--,10.66%,段玮婧,46天,1.52%,4年又6天
浙商惠盈纯债C,008548,0.01亿元（2020-09-30）,0.65%,0.97%,0.64%,0.89%,--,1.34%,刘爱民,277天,-1.41%,2年又361天
中信证券六个月债券A,900019,26.93亿元（2020-09-30）,0.73%,0.53%,0.76%,2.37%,--,3.88%,邱丹,1年又142天,3.88%,1年又142天
中银招利债券A,007752,5.94亿元（2020-09-30）,1.12%,3.65%,3.39%,6.29%,--,8.79%,陈玮,1年又106天,8.79%,6年又12天
永赢稳益债券,002169,22.98亿元（2020-09-30）,0.62%,0.58%,1.03%,2.19%,13.06%,17.30%,陶毅,72天,0.22%,244天
长盛安鑫中短债A,006902,2.14亿元（2020-09-30）,0.70%,0.88%,1.32%,2.56%,--,5.81%,葛鹤军,1年又325天,5.81%,5年又319天
工银尊享短债债券C,006835,0.29亿元（2020-09-30）,0.93%,0.97%,1.59%,3.10%,--,5.85%,王朔,41天,1.07%,7年又62天
华夏鼎茂债券C,004043,25.22亿元（2020-09-30）,0.84%,0.91%,1.14%,2.40%,17.32%,19.28%,刘明宇,2年又288天,15.35%,3年又31天
博时富瑞纯债债券A,004200,56.13亿元（2020-09-30）,0.39%,0.46%,1.32%,3.54%,19.72%,20.65%,倪玉娟,2年又277天,17.38%,2年又277天
兴全稳泰债券A,003949,52.04亿元（2020-09-30）,0.93%,1.36%,1.97%,3.31%,14.01%,18.89%,王帅,2年又178天,10.75%,3年又7天
华安鼎丰债券,003847,37.43亿元（2020-09-30）,0.76%,1.02%,1.33%,3.65%,18.15%,23.59%,李邦长,4年又42天,23.59%,4年又315天
前海联合添利债券C,003181,0.02亿元（2020-09-30）,1.46%,2.88%,4.06%,8.74%,13.84%,16.99%,黄浩东/林材,290天,9.26%,1年又25天/7年又9天
富国添享一年持有期债券C,009291,0.64亿元（2020-09-30）,0.24%,0.93%,1.60%,--,--,1.70%,武磊,222天,1.70%,3年又315天
融通通祺债券,003648,2.19亿元（2020-09-30）,0.74%,1.31%,1.26%,3.19%,14.89%,18.82%,朱浩然,2年又114天,9.70%,3年又125天
惠升和悦债券C,009764,7.48亿元（2020-09-30）,0.85%,1.57%,54.50%,--,--,54.50%,孙庆/卓勇,178天,54.31%,1年又74天/1年又64天
嘉实超短债债券,070009,87.40亿元（2020-09-30）,0.41%,0.75%,1.04%,2.34%,11.00%,64.21%,李曈/李金灿,3年又232天,14.30%,5年又349天/5年又217天
南方旭元债券A,007440,2.11亿元（2020-09-30）,0.74%,0.97%,1.20%,1.26%,--,3.95%,刘文良,163天,1.16%,5年又145天
中信证券六个月债券C,900039,5.57亿元（2020-09-30）,0.75%,0.61%,0.90%,2.62%,--,4.11%,邱丹,1年又142天,4.11%,1年又142天
万家家享中短债A,519199,0.59亿元（2020-09-30）,0.51%,0.78%,0.49%,1.38%,9.65%,11.91%,陈奕雯,115天,0.74%,1年又324天
国寿安保尊耀纯债C,007838,8.09亿元（2020-09-30）,0.63%,1.07%,1.64%,3.90%,--,5.14%,阚磊/黄力,167天,1.83%,1年又326天/6年又357天
中信保诚稳益C,003288,0.00亿元（2020-09-30）,0.84%,1.31%,1.30%,1.76%,14.31%,13.31%,吴胤希/宋海娟,87天,1.27%,4年又89天/7年又76天
海富通聚利债券,519220,28.98亿元（2020-09-30）,0.63%,1.06%,1.26%,2.49%,11.83%,15.69%,刘田/谈云飞,188天,1.14%,188天/6年又166天
华夏鼎兴债券A,004637,6.96亿元（2020-09-30）,0.68%,1.00%,1.34%,2.40%,--,10.65%,刘明宇,1年又241天,4.40%,3年又31天
华泰紫金月月购3月滚动债C,008940,2.86亿元（2020-09-30）,0.43%,0.12%,0.67%,--,--,0.60%,陈利/陈晨,74天,-0.10%,4年又61天/1年又311天
国泰利享中短债债券A,006597,0.48亿元（2020-09-30）,0.61%,0.90%,1.24%,2.57%,--,5.95%,陶然/丁士恒,187天,1.17%,2年又363天/240天
万家鑫丰纯债C,004080,0.00亿元（2020-09-30）,0.62%,1.06%,1.09%,2.49%,14.33%,17.58%,陈奕雯,1年又124天,3.78%,1年又324天
长盛安鑫中短债C,006903,0.33亿元（2020-09-30）,0.66%,0.76%,1.10%,2.14%,--,5.00%,葛鹤军,1年又325天,5.00%,5年又319天
嘉合磐泰短债债券A,007014,1.37亿元（2020-09-30）,0.72%,1.31%,2.11%,5.31%,--,6.84%,于启明,114天,1.48%,7年又332天
创金合信信用红利债券C,007829,1.13亿元（2020-09-30）,0.49%,1.01%,2.24%,5.38%,--,8.64%,张贺章/谢创/郑振源,123天,1.41%,123天/2年又122天/5年又242天
交银稳鑫短债债券C,006794,0.15亿元（2020-09-30）,0.51%,0.70%,1.13%,2.27%,--,5.32%,黄莹洁,1年又352天,5.32%,5年又230天
华润元大润泽债券C,004894,0.00亿元（2020-09-30）,0.80%,1.15%,2.68%,3.75%,--,9.80%,魏晓菲,34天,0.83%,1年又129天
嘉合磐泰短债债券C,007015,0.31亿元（2020-09-30）,0.70%,1.24%,1.99%,5.05%,--,6.46%,于启明,114天,1.41%,7年又332天
泰康瑞坤纯债债券,005054,1.26亿元（2020-09-30）,0.83%,1.11%,1.51%,2.05%,15.27%,15.47%,任翀,3年又15天,15.47%,4年又294天
景顺长城景瑞收益债券C,009871,0.00亿元（2020-09-30）,0.57%,0.94%,--,--,--,1.30%,何江波,181天,1.30%,1年又331天
万家鑫享纯债C,003748,0.00亿元（2020-09-30）,1.12%,1.69%,1.43%,3.27%,12.14%,14.73%,周潜玮,2年又139天,10.41%,2年又316天
上投摩根分红添利债券B,370022,0.04亿元（2020-09-30）,0.24%,0.36%,-0.74%,0.07%,6.98%,44.42%,杨鑫/唐瑭,261天,-0.56%,2年又320天/5年又238天
宝盈盈泰纯债债券A,005846,7.27亿元（2020-09-30）,0.65%,0.65%,1.58%,3.06%,--,16.42%,高宇,2年又205天,16.42%,4年又183天
融通通源短融债券A,000394,1.59亿元（2020-09-30）,0.51%,0.85%,1.10%,2.55%,10.85%,30.34%,张一格/朱浩然,2年又16天,6.16%,7年又237天/3年又125天
鑫元臻利C,006632,0.00亿元（2020-09-30）,0.61%,0.95%,1.18%,2.61%,--,6.04%,郑文旭,265天,0.59%,2年又339天
中泰青月中短债A,007582,4.96亿元（2020-09-30）,0.57%,0.99%,1.70%,3.49%,--,4.93%,商园波/张蓓蓓(Zhang Phoebe),1年又155天,4.93%,1年又260天/1年又260天
万家家享中短债C,007926,0.08亿元（2020-09-30）,0.49%,0.70%,0.39%,1.16%,--,1.95%,陈奕雯,115天,0.66%,1年又324天
财通安瑞短债债券C,006966,1.59亿元（2020-09-30）,0.53%,0.93%,1.55%,2.95%,--,5.78%,杨烨超/罗晓倩,163天,1.42%,3年又57天/3年又176天
永赢裕益债券A,006443,10.28亿元（2020-09-30）,0.75%,1.00%,1.27%,3.05%,--,9.68%,乔嘉麒,2年又91天,9.68%,3年又230天
财通鸿运中短债债券C,006800,0.39亿元（2020-09-30）,0.55%,1.14%,2.02%,4.06%,--,7.79%,周庆/宫志芳,73天,0.81%,73天/3年又146天
国寿安保尊耀纯债A,007837,8.94亿元（2020-09-30）,0.67%,1.18%,1.84%,4.33%,--,5.65%,阚磊/黄力,167天,2.02%,1年又326天/6年又357天
安信永鑫增强债券C,003638,0.49亿元（2020-09-30）,0.60%,0.83%,0.82%,2.53%,15.74%,19.70%,潘巍,1年又123天,3.37%,2年又121天
国投瑞银恒泽中短债C,006553,22.06亿元（2020-09-30）,0.49%,0.04%,0.34%,1.58%,--,6.18%,李达夫,2年又23天,6.18%,8年又158天
万家鑫享纯债A,003747,10.82亿元（2020-09-30）,1.12%,1.69%,1.43%,3.31%,12.22%,15.27%,周潜玮,2年又139天,10.03%,2年又316天
万家家享中短债E,007927,0.00亿元（2020-09-30）,-0.43%,-0.17%,-0.46%,0.42%,--,1.22%,陈奕雯,115天,-0.21%,1年又324天
中泰青月中短债C,007583,1.16亿元（2020-09-30）,0.53%,0.88%,1.49%,3.08%,--,4.35%,商园波/张蓓蓓(Zhang Phoebe),1年又155天,4.35%,1年又260天/1年又260天
中信保诚稳益A,003287,15.64亿元（2020-09-30）,0.84%,1.33%,1.34%,1.85%,14.27%,13.39%,吴胤希/宋海娟,87天,1.29%,4年又89天/7年又76天
安信永鑫增强债券A,003637,0.03亿元（2020-09-30）,0.63%,0.91%,0.97%,2.84%,16.73%,20.36%,潘巍,1年又123天,3.78%,2年又121天
博时富乐纯债债券,007536,0.03亿元（2020-09-30）,0.50%,1.79%,1.87%,3.15%,--,4.27%,陈凯杨,1年又116天,4.27%,8年又37天
银河君怡债券,519622,40.29亿元（2020-09-30）,0.66%,1.06%,1.23%,2.67%,12.06%,16.29%,蒋磊,2年又316天,11.39%,4年又138天
上投摩根纯债添利债券A,000889,1.15亿元（2020-09-30）,0.43%,0.78%,0.78%,1.99%,12.11%,20.25%,任翔/唐瑭,261天,-1.37%,1年又46天/5年又238天
国泰民安增益纯债A,004101,7.16亿元（2020-09-30）,0.67%,1.26%,1.34%,2.89%,7.80%,9.07%,黄志翔,1年又362天,5.69%,4年又65天
山西证券超短债A,006626,6.43亿元（2020-09-30）,0.47%,0.86%,1.71%,3.67%,--,7.84%,刘凌云/华志贵,1年又355天,7.84%,3年又123天/9年又203天
新华鑫日享中短债B,007912,5.58亿元（2020-09-30）,0.33%,0.68%,1.16%,2.25%,--,3.04%,赵楠/王滨,299天,1.41%,4年又231天/4年又360天
民生加银聚益纯债,007201,4.98亿元（2020-09-30）,0.60%,1.10%,1.26%,1.93%,--,3.37%,李文君,151天,1.16%,6年又192天
华夏鼎略债券A,006776,20.76亿元（2020-09-30）,0.63%,1.03%,1.37%,3.07%,--,6.28%,刘明宇,304天,1.91%,3年又31天
平安惠添纯债债券,006997,12.16亿元（2020-09-30）,0.51%,0.84%,1.60%,3.49%,--,6.19%,张恒,1年又204天,6.19%,3年又3天
交银稳鑫短债债券A,006793,38.10亿元（2020-09-30）,0.55%,0.82%,1.34%,2.68%,--,6.14%,黄莹洁,1年又352天,6.14%,5年又230天
上投摩根分红添利债券A,370021,0.15亿元（2020-09-30）,0.28%,0.47%,-0.54%,0.46%,8.36%,49.67%,杨鑫/唐瑭,261天,-0.36%,2年又320天/5年又238天
财通安瑞短债债券A,006965,5.07亿元（2020-09-30）,0.57%,1.04%,1.76%,3.37%,--,6.56%,杨烨超/罗晓倩,163天,1.60%,3年又57天/3年又176天
嘉实稳熙纯债债券,004066,25.38亿元（2020-09-30）,0.52%,0.98%,1.19%,2.78%,13.53%,17.41%,王立芹/崔思维,13天,0.21%,80天/3年又189天
融通通玺债券,003674,10.06亿元（2020-09-30）,0.62%,1.02%,1.55%,2.78%,13.00%,16.43%,朱浩然,2年又114天,8.31%,3年又125天
南方旭元债券C,007441,0.00亿元（2020-03-31）,0.74%,0.97%,1.20%,3.95%,--,3.95%,刘文良,163天,1.16%,5年又145天
中信建投景和中短债A,000503,6.52亿元（2020-09-30）,0.91%,1.29%,1.69%,2.85%,9.92%,32.09%,刘博/黄海浩,1年又219天,5.09%,2年又71天/4年又231天
中加颐智纯债债券,006411,1.00亿元（2020-09-30）,0.68%,1.00%,1.00%,2.24%,--,6.89%,魏泰源,48天,0.86%,2年又113天
浙商汇金短债A,006516,4.94亿元（2020-09-30）,0.50%,0.95%,1.76%,3.42%,--,8.61%,王宇超,33天,0.50%,152天
大成惠祥纯债债券,004117,20.44亿元（2020-09-30）,0.62%,1.08%,1.21%,2.45%,12.19%,15.91%,陈会荣,186天,1.21%,4年又158天
富国天利增长债券,100018,118.20亿元（2020-09-30）,0.18%,0.84%,1.27%,3.92%,19.56%,292.50%,黄纪亮,5年又305天,35.34%,7年又320天
人保鑫泽纯债A,006854,0.60亿元（2020-09-30）,1.48%,1.51%,1.73%,1.47%,--,0.63%,田阳/高喆,82天,1.67%,1年又185天/186天
国投瑞银顺臻纯债债券,007342,1.95亿元（2020-09-30）,0.69%,1.11%,1.15%,3.76%,--,5.25%,李鸥,1年又56天,4.78%,1年又64天
天弘增利短债A,008646,0.11亿元（2020-09-30）,0.43%,0.77%,1.55%,--,--,1.78%,王昌俊,293天,1.78%,2年又271天
创金合信恒利超短债债券C,006077,3.38亿元（2020-09-30）,0.54%,0.91%,1.30%,2.57%,--,8.89%,谢创/郑振源/王一兵,2年又122天,8.22%,2年又122天/5年又242天/5年又242天
永赢卓利债券,007373,20.25亿元（2020-09-30）,0.80%,1.33%,1.39%,2.64%,--,4.17%,江凌,206天,0.92%,1年又45天
景顺长城中短债A,007603,0.54亿元（2020-09-30）,0.87%,1.08%,1.13%,2.71%,--,3.68%,米良/成念良/袁媛,243天,0.46%,2年又69天/5年又32天/6年又283天
惠升和裕纯债债券C,009288,0.02亿元（2020-09-30）,0.38%,0.98%,1.92%,--,--,1.00%,卓勇,258天,1.00%,1年又64天
新华鑫日享中短债A,004981,4.80亿元（2020-09-30）,0.37%,0.84%,1.46%,2.86%,--,7.27%,赵楠/王滨,299天,1.88%,4年又231天/4年又360天
中加颐享纯债债券,004910,13.38亿元（2020-09-30）,0.60%,0.72%,1.30%,3.26%,14.82%,16.97%,于跃,313天,1.75%,326天
上银慧丰利债券,009284,12.30亿元（2020-09-30）,0.68%,0.87%,0.96%,--,--,0.69%,高永,263天,0.69%,4年又15天
永赢裕益债券C,006444,0.00亿元（2020-09-30）,0.72%,0.94%,1.15%,2.83%,--,9.11%,乔嘉麒,2年又91天,9.11%,3年又230天
博时聚利纯债债券,003259,31.88亿元（2020-09-30）,0.78%,1.07%,1.50%,3.19%,14.17%,17.27%,黄海峰,3年又50天,14.82%,5年又265天
创金合信恒利超短债债券A,006076,19.54亿元（2020-09-30）,0.61%,1.03%,1.52%,2.96%,--,9.81%,谢创/郑振源/王一兵,2年又122天,9.09%,2年又122天/5年又242天/5年又242天
天弘增利短债C,008647,9.68亿元（2020-09-30）,0.44%,0.74%,1.49%,--,--,1.67%,王昌俊,293天,1.67%,2年又271天
南方吉元短债E,008632,0.04亿元（2020-09-30）,0.58%,1.09%,1.46%,2.58%,--,2.88%,何康,1年又26天,2.88%,6年又56天
农银汇理金盈债券,007888,1.58亿元（2020-09-30）,1.07%,1.78%,2.06%,4.76%,--,6.55%,郭振宇,1年又116天,6.55%,1年又343天
博时季季享持有期A,000783,35.61亿元（2020-09-30）,0.47%,0.73%,1.51%,3.77%,--,5.62%,黄海峰,1年又313天,5.42%,5年又265天
招商鑫福中短债C,008775,0.14亿元（2020-09-30）,0.55%,0.66%,1.60%,--,--,1.62%,郭敏,233天,1.62%,2年又35天
广发景辉纯债,007396,1.09亿元（2020-09-30）,0.48%,0.84%,1.01%,2.74%,--,3.13%,代宇,1年又38天,3.13%,9年又161天
国泰润泰纯债债券,003457,11.27亿元（2020-09-30）,0.73%,1.14%,1.25%,2.61%,11.38%,15.09%,胡智磊,184天,1.49%,191天
汇添富短债债券A,006646,61.51亿元（2020-09-30）,0.57%,1.01%,1.56%,3.10%,--,7.41%,蒋文玲,2年又29天,7.41%,6年又346天
长城泰利纯债C,009002,0.00亿元（2020-09-30）,0.80%,1.38%,1.38%,--,--,0.01%,张棪,320天,0.01%,3年又127天
中信保诚景华债券C,550013,0.00亿元（2020-09-30）,0.65%,0.93%,1.10%,--,--,1.23%,席行懿,3年又41天,1.23%,4年又299天
国泰嘉睿纯债债券,006475,14.17亿元（2020-09-30）,0.68%,1.07%,1.17%,2.63%,--,7.60%,黄志翔,2年又92天,7.60%,4年又65天
鑫元聚利债券,003500,20.29亿元（2020-09-30）,0.59%,1.08%,1.91%,3.04%,13.21%,17.01%,颜昕,1年又92天,3.92%,5年又200天
国泰惠丰纯债债券,007214,15.38亿元（2020-09-30）,0.66%,1.17%,1.36%,2.90%,--,4.21%,黄志翔,1年又159天,4.21%,4年又65天
浙商汇金短债E,006515,1.87亿元（2020-09-30）,0.48%,0.88%,1.63%,3.17%,--,8.03%,王宇超,33天,0.48%,152天
南方吉元短债A,006517,47.18亿元（2020-09-30）,0.59%,1.13%,1.54%,2.78%,--,6.99%,何康,2年又51天,6.99%,6年又56天
民生加银恒裕债券,007088,14.65亿元（2020-09-30）,0.72%,1.18%,1.32%,1.03%,--,4.02%,刘昊,90天,1.14%,167天
广发景兴中短债C,006999,0.16亿元（2020-09-30）,0.70%,1.35%,1.28%,1.42%,--,4.34%,宋倩倩,86天,1.30%,163天
永赢诚益债券C,006577,0.00亿元（2020-09-30）,0.69%,1.29%,1.87%,3.67%,--,8.79%,牟琼屿,2年又65天,8.79%,2年又295天
汇添富鑫远债券,008081,15.29亿元（2020-09-30）,0.74%,1.17%,1.34%,2.24%,--,2.45%,徐一恒,1年又38天,2.45%,1年又129天
国泰丰鑫纯债债券,007105,5.39亿元（2020-09-30）,0.64%,0.84%,1.31%,1.64%,--,2.45%,刘嵩扬,191天,1.00%,191天
永赢迅利中高等级短债A,006852,28.05亿元（2020-09-30）,0.61%,0.91%,1.41%,3.03%,--,6.31%,卢绮婷,338天,2.63%,2年又140天
东方臻宝纯债债券A,006210,10.49亿元（2020-09-30）,0.65%,-1.03%,-0.70%,0.58%,--,288.00%,郑雪莹,241天,-1.51%,255天
永赢迅利中高等级短债E,009985,0.00亿元（2020-09-30）,0.58%,0.77%,--,--,--,1.02%,卢绮婷,156天,1.02%,2年又140天
长盛盛和纯债A,002927,14.85亿元（2020-09-30）,0.89%,1.29%,1.32%,1.80%,11.79%,9.59%,段鹏,4年又190天,9.59%,6年又277天
创金合信信用红利债券A,007828,2.11亿元（2020-09-30）,0.53%,1.11%,2.44%,5.80%,--,9.01%,张贺章/谢创/郑振源,123天,1.54%,123天/2年又122天/5年又242天
银河睿嘉债券A,006071,13.04亿元（2020-09-30）,0.71%,1.17%,1.39%,2.16%,--,7.87%,蒋磊,2年又211天,7.87%,4年又138天
工银尊享短债债券A,006834,2.98亿元（2020-09-30）,0.96%,1.10%,1.82%,3.55%,--,6.75%,王朔,41天,1.11%,7年又62天
博时富益纯债债券,003607,20.05亿元（2020-09-30）,0.65%,-0.61%,-0.14%,0.98%,13.81%,15.30%,陈凯杨,2年又247天,10.91%,8年又37天
中信建投景和中短债C,000504,0.33亿元（2020-09-30）,0.87%,1.33%,1.65%,2.59%,8.79%,28.60%,刘博/黄海浩,1年又219天,4.60%,2年又71天/4年又231天
鹏华丰鑫债券,007584,7.26亿元（2020-09-30）,0.79%,1.01%,1.33%,4.29%,--,5.85%,李振宇,1年又113天,5.85%,4年又14天
创金合信季安鑫3个月A,002337,0.01亿元（2020-09-30）,0.52%,0.95%,0.90%,0.37%,-9.35%,-3.18%,王一兵,214天,1.04%,5年又242天
万家鑫盛纯债C,007704,0.00亿元（2020-09-30）,0.70%,1.17%,1.28%,2.46%,--,3.77%,谷丹青,36天,0.73%,47天
长城泰利纯债A,009001,138.08亿元（2020-09-30）,0.81%,1.39%,1.47%,--,--,0.22%,张棪,320天,0.22%,3年又127天
平安惠润纯债,009509,1.10亿元（2020-09-30）,0.64%,1.15%,--,--,--,1.15%,苏宁,178天,1.15%,1年又17天
泰康安欣纯债债券C,006979,0.00亿元（2020-09-30）,0.86%,1.29%,1.25%,1.30%,--,2.17%,任翀,1年又116天,2.17%,4年又294天
国泰惠盈纯债债券,006941,5.03亿元（2020-09-30）,0.73%,1.27%,1.39%,2.79%,--,5.78%,黄志翔,1年又310天,5.78%,4年又65天
博时信用优选债券C,009272,0.12亿元（2020-09-30）,0.65%,0.69%,1.22%,--,--,1.39%,李汉楠/黄海峰,233天,1.39%,1年又19天/5年又265天
永赢丰益债券,003898,80.69亿元（2020-09-30）,0.83%,1.36%,1.66%,3.09%,15.28%,18.14%,乔嘉麒,1年又106天,4.53%,3年又230天
前海联合添泽债券A,009349,1.00亿元（2020-09-30）,0.74%,1.05%,1.29%,--,--,0.68%,黄浩东,220天,0.68%,1年又25天
光大阳光稳债中短债债券A,860035,--亿元（--）,0.49%,0.75%,--,--,--,1.16%,车飞,152天,1.16%,152天
国泰合融纯债债券,008207,10.13亿元（2020-09-30）,0.70%,1.15%,1.45%,3.13%,--,3.18%,刘嵩扬,184天,1.44%,191天
鹏华丰泽债券(LOF),160618,23.29亿元（2020-09-30）,0.61%,0.56%,1.00%,2.36%,18.61%,82.41%,邓明明/祝松,82天,0.36%,1年又220天/6年又324天
泰康长江经济带债券A,009343,4.02亿元（2020-09-30）,0.59%,0.80%,1.20%,--,--,1.21%,经惠云,200天,1.21%,5年又53天
中信保诚景华债券A,550012,10.26亿元（2020-09-30）,0.64%,0.95%,1.15%,--,--,1.44%,席行懿,3年又41天,1.35%,4年又299天
兴银合盈债券C,001784,0.00亿元（2020-09-30）,0.80%,1.14%,1.50%,2.85%,--,4.51%,张蕴文/陶国峰,151天,1.11%,151天/1年又39天
博时安盈债券C,000085,25.96亿元（2020-09-30）,0.40%,0.51%,1.12%,2.44%,11.58%,29.03%,黄海峰,3年又225天,13.20%,5年又265天
中加丰润纯债债券A,002881,12.83亿元（2020-09-30）,0.43%,0.00%,0.57%,1.31%,12.05%,105.17%,杨宇俊,4年又208天,105.17%,4年又294天
人保鑫泽纯债C,006855,0.00亿元（2020-09-30）,1.46%,1.48%,1.67%,1.38%,--,0.48%,田阳/高喆,82天,1.64%,1年又185天/186天
华泰紫金周周购12个月滚动债发起C,009639,0.13亿元（2020-09-30）,0.51%,1.34%,2.30%,--,--,2.29%,陈利/陈晨,158天,1.89%,4年又61天/1年又311天
银河天盈中短债A,007635,5.71亿元（2020-09-30）,0.47%,0.77%,1.56%,3.60%,--,4.45%,张沛/韩晶,1年又72天,4.45%,2年又343天/10年又364天
浦银安盛普天纯债债券A,009041,1.95亿元（2020-08-20）,0.54%,0.92%,--,--,--,1.19%,曹治国,143天,1.19%,1年又316天
新华增怡债券C,519163,0.14亿元（2020-09-30）,-0.12%,0.60%,-1.45%,-1.18%,3.98%,50.93%,于泽雨,5年又272天,25.15%,8年又22天
华泰紫金周周购12个月滚动债发起A,009638,2.52亿元（2020-09-30）,0.53%,1.42%,2.46%,--,--,2.46%,陈利/陈晨,158天,2.02%,4年又61天/1年又311天
招商鑫福中短债A,008774,0.90亿元（2020-09-30）,0.59%,0.77%,1.78%,--,--,1.85%,郭敏,233天,1.85%,2年又35天
北信瑞丰鼎盛中短债C,009197,0.01亿元（2020-09-30）,0.42%,0.57%,0.88%,--,--,0.62%,辇大吉,256天,0.62%,3年又220天
长信稳势纯债,003869,44.03亿元（2020-09-30）,0.92%,1.41%,1.63%,2.26%,12.73%,45.11%,杜国昊/张文琍,256天,0.19%,1年又43天/15年又49天
华安安浦债券C,006338,0.00亿元（2020-09-30）,0.99%,1.51%,1.71%,2.85%,--,-6.74%,孙丽娜,2年又127天,-6.74%,6年又135天
信诚稳瑞债券C,003278,0.00亿元（2020-09-30）,0.64%,1.07%,1.43%,1.98%,12.40%,15.48%,邢恭海/宋海娟,87天,0.98%,143天/7年又76天
信诚稳瑞债券A,003277,20.02亿元（2020-09-30）,0.65%,1.10%,1.49%,2.04%,11.87%,15.16%,邢恭海/宋海娟,87天,1.01%,143天/7年又76天
淳厚中短债债券A,008587,6.35亿元（2020-09-30）,0.42%,0.71%,1.36%,--,--,1.07%,江文军/祁洁萍,122天,0.89%,122天/4年又128天
创金合信季安鑫3个月C,009459,0.00亿元（2020-09-30）,0.50%,0.88%,0.79%,--,--,0.95%,王一兵,215天,0.95%,5年又242天
工银恒享纯债债券,002832,15.53亿元（2020-09-30）,0.83%,1.26%,1.31%,2.08%,9.01%,14.43%,陈桂都,1年又2天,2.09%,4年又131天
泰康长江经济带债券C,009344,0.00亿元（2020-09-30）,0.56%,0.73%,1.06%,--,--,1.06%,经惠云,200天,1.06%,5年又53天
万家鑫盛纯债A,007703,34.80亿元（2020-09-30）,0.71%,1.19%,1.33%,2.59%,--,3.94%,谷丹青,36天,0.73%,47天
汇添富鑫禧债券,470030,122.15亿元（2020-09-30）,0.74%,1.21%,--,--,--,1.50%,温开强,144天,1.50%,2年又157天
博时富信纯债债券,008411,0.01亿元（2020-09-30）,0.60%,0.28%,0.70%,--,--,0.81%,陈黎/陈凯杨,311天,0.81%,2年又277天/8年又37天
长城稳健增利债券C,008974,0.00亿元（2020-09-30）,0.76%,1.21%,1.79%,--,--,2.95%,魏建,177天,1.91%,184天
国泰利享中短债债券C,006598,0.27亿元（2020-09-30）,0.58%,0.82%,1.17%,2.34%,--,5.56%,陶然/丁士恒,187天,1.09%,2年又363天/240天
