基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
博时央企创新驱动ETF联接A,007796,0.75亿元（2020-09-30）,6.26%,15.46%,9.18%,16.76%,--,18.72%,杨振建/赵云阳,1年又59天,18.72%,2年又39天/8年又60天
博时央企创新驱动ETF联接C,007797,0.07亿元（2020-09-30）,6.22%,15.34%,8.96%,16.30%,--,18.17%,杨振建/赵云阳,1年又59天,18.17%,2年又39天/8年又60天
华泰柏瑞中证科技ETF联接C,008400,0.78亿元（2020-09-30）,11.77%,14.10%,18.44%,--,--,48.21%,柳军,319天,48.21%,11年又223天
华泰柏瑞中证科技ETF联接A,008399,5.88亿元（2020-09-30）,11.79%,14.17%,18.60%,--,--,48.53%,柳军,319天,48.53%,11年又223天
富国央企创新驱动ETF联接A,007809,0.40亿元（2020-09-30）,6.54%,16.26%,12.03%,18.86%,--,19.13%,王乐乐,1年又43天,19.13%,5年又155天
博时上证自然资源ETF联接,050024,0.73亿元（2020-09-30）,12.30%,30.44%,25.27%,22.48%,-3.72%,-19.10%,王祥/万琼,4年又70天,19.06%,4年又70天/5年又218天
广发央企创新驱动ETF联接C,007785,0.35亿元（2020-09-30）,7.02%,16.71%,11.29%,18.05%,--,25.61%,刘杰,1年又66天,25.61%,6年又286天
广发央企创新驱动ETF联接A,007784,0.41亿元（2020-09-30）,7.03%,16.75%,11.35%,18.18%,--,25.77%,刘杰,1年又66天,25.77%,6年又286天
嘉实中证金融地产ETF联接C,005999,0.16亿元（2020-09-30）,-0.49%,6.75%,-2.15%,6.23%,--,33.42%,李直/刘珈吟,1年又105天,12.04%,3年又16天/4年又293天
华安中证细分医药ETF联接A,000373,0.40亿元（2020-09-30）,10.95%,8.41%,10.26%,54.02%,49.79%,112.70%,苏卿云,3年又76天,51.60%,4年又23天
富国央企创新驱动ETF联接C,007810,0.03亿元（2020-09-30）,6.50%,16.13%,11.79%,18.38%,--,18.60%,王乐乐,1年又43天,18.60%,5年又155天
嘉实中证金融地产ETF联接A,001539,0.74亿元（2020-09-30）,-0.45%,6.87%,-1.95%,6.65%,10.27%,44.13%,李直/刘珈吟,1年又105天,12.65%,3年又16天/4年又293天
华夏中证央企ETF联接C,006197,0.36亿元（2020-09-30）,8.67%,17.20%,11.70%,19.02%,--,27.48%,荣膺,33天,8.67%,5年又67天
华夏中证央企ETF联接A,006196,2.30亿元（2020-09-30）,8.69%,17.29%,11.87%,19.37%,--,28.30%,荣膺,33天,8.69%,5年又67天
南方上证380ETF联接C,007571,0.05亿元（2020-09-30）,2.00%,5.88%,4.58%,24.45%,--,36.15%,孙伟,1年又183天,36.15%,5年又235天
南方上证380ETF联接A,202025,1.41亿元（2020-09-30）,2.03%,6.00%,4.78%,24.92%,14.51%,80.14%,孙伟,1年又183天,38.11%,5年又235天
华夏创蓝筹ETF联接C,007473,3.21亿元（2020-09-30）,8.22%,13.32%,13.35%,55.34%,--,85.14%,荣膺,1年又199天,85.14%,5年又67天
博时央调ETF联接A,006438,2.36亿元（2020-09-30）,9.15%,17.77%,12.19%,19.33%,--,27.32%,赵云阳,2年又58天,27.32%,8年又60天
国泰CES半导体芯片行业ETF联接A,008281,10.03亿元（2020-09-30）,1.66%,12.33%,-4.14%,55.34%,--,64.13%,梁杏,1年又50天,64.13%,4年又217天
国泰CES半导体芯片行业ETF联接C,008282,22.92亿元（2020-09-30）,1.63%,12.23%,-4.28%,54.88%,--,63.58%,梁杏,1年又50天,63.58%,4年又217天
华泰柏瑞上证中小盘ETF联接,460220,0.12亿元（2020-09-30）,6.34%,13.16%,10.19%,29.96%,26.65%,46.00%,李茜,332天,33.64%,1年又67天
华夏创蓝筹ETF联接A,007472,8.39亿元（2020-09-30）,8.26%,13.44%,13.59%,55.96%,--,86.28%,荣膺,1年又199天,86.28%,5年又67天
交银深证300价值ETF联接,519706,0.64亿元（2020-09-30）,5.91%,17.69%,13.04%,22.80%,29.14%,140.20%,蔡铮,7年又288天,152.58%,8年又16天
广发医药卫生联接C,002978,1.87亿元（2020-09-30）,7.75%,7.30%,8.11%,52.79%,51.55%,66.62%,霍华明/陆志明,3年又266天,60.21%,3年又266天/9年又224天
广发医药卫生联接A,001180,10.90亿元（2020-09-30）,7.77%,7.36%,8.22%,53.10%,52.27%,31.59%,霍华明/陆志明,3年又266天,61.32%,3年又266天/9年又224天
博时央调ETF联接C,006439,0.21亿元（2020-09-30）,9.11%,17.64%,11.95%,18.85%,--,26.44%,赵云阳,2年又58天,26.44%,8年又60天
银华中证央企结构调整ETF联接,006119,0.11亿元（2020-09-30）,9.51%,17.74%,11.35%,18.64%,--,19.38%,周大鹏,2年又57天,19.38%,9年又109天
博时上证超大盘ETF联接,050013,1.25亿元（2020-09-30）,7.29%,15.20%,13.87%,26.33%,29.54%,39.61%,尹浩,1年又92天,34.90%,1年又92天
华夏中小板ETF联接C,006247,0.28亿元（2020-09-30）,10.57%,17.73%,14.30%,47.22%,--,80.70%,徐猛,2年又123天,80.70%,7年又279天
华夏中小板ETF联接A,006246,0.42亿元（2020-09-30）,10.60%,17.86%,14.53%,47.82%,--,82.35%,徐猛,2年又123天,82.35%,7年又279天
广发中小板300联接A,270026,1.39亿元（2020-09-30）,7.25%,13.10%,10.01%,39.44%,23.35%,55.88%,霍华明,1年又58天,53.23%,3年又266天
广发中小板300联接C,010432,--亿元（--）,7.24%,--,--,--,--,10.95%,霍华明,72天,10.95%,3年又266天
嘉实中证金边国债ETF联接C,000088,0.01亿元（2020-09-30）,0.58%,0.31%,-0.41%,-2.26%,-1.09%,3.11%,王立芹/崔思维,13天,0.23%,80天/3年又189天
嘉实中证金边国债ETF联接A,000087,0.03亿元（2020-09-30）,0.60%,0.40%,-0.25%,-1.96%,-0.90%,3.74%,王立芹/崔思维,13天,0.24%,80天/3年又189天
易方达沪深300医药联接A,001344,2.57亿元（2020-09-30）,15.92%,17.07%,19.49%,62.53%,82.32%,87.02%,余海燕,3年又50天,87.02%,9年又57天
易方达沪深300医药联接C,007883,1.38亿元（2020-09-30）,15.92%,17.04%,19.44%,62.37%,--,79.43%,余海燕,1年又144天,79.43%,9年又57天
易方达上证中盘ETF联接A,110021,1.90亿元（2020-09-30）,8.10%,16.96%,17.77%,38.98%,37.85%,94.35%,刘树荣,2年又153天,61.13%,3年又177天
中融央视财经50ETF联接C,006744,0.13亿元（2020-09-30）,6.85%,16.30%,16.08%,34.79%,--,52.00%,陈薪羽/赵菲,1年又163天,50.72%,1年又163天/5年又243天
易方达中证800ETF联接C,007857,0.14亿元（2020-09-30）,7.56%,17.02%,17.91%,44.92%,--,53.05%,刘树荣/林伟斌,1年又82天,53.05%,3年又177天/6年又254天
易方达中证800ETF联接A,007856,0.36亿元（2020-09-30）,7.58%,17.06%,17.98%,45.07%,--,53.25%,刘树荣/林伟斌,1年又82天,53.25%,3年又177天/6年又254天
易方达上证中盘ETF联接C,004743,0.10亿元（2020-09-30）,8.08%,16.87%,17.63%,38.64%,37.03%,60.45%,刘树荣,2年又153天,60.20%,3年又177天
中融央视财经50ETF联接A,006743,0.22亿元（2020-09-30）,6.88%,16.40%,16.30%,35.26%,--,53.40%,陈薪羽/赵菲,1年又163天,51.57%,1年又163天/5年又243天
南方深证成份ETF联接C,004345,0.19亿元（2020-09-30）,9.11%,17.99%,15.66%,44.28%,38.38%,51.40%,孙伟,3年又322天,51.40%,5年又235天
南方深证成份ETF联接A,202017,2.48亿元（2020-09-30）,9.15%,18.11%,15.89%,44.85%,40.02%,30.64%,孙伟,4年又47天,45.92%,5年又235天
华泰柏瑞沪深300ETF联接C,006131,11.01亿元（2020-09-30）,8.95%,18.98%,15.88%,33.50%,--,63.49%,柳军,2年又193天,63.49%,11年又223天
华泰柏瑞沪深300ETF联接A,460300,4.49亿元（2020-09-30）,8.97%,19.05%,16.03%,33.84%,37.34%,151.76%,柳军,5年又214天,17.04%,11年又223天
华夏国证半导体芯片ETF联接A,008887,13.68亿元（2020-09-30）,4.90%,13.81%,-6.06%,--,--,16.99%,赵宗庭,222天,16.99%,3年又269天
民生加银沪深300ETF联接C,008292,0.01亿元（2020-09-30）,9.44%,20.39%,21.58%,40.44%,--,43.28%,何江/武杰,1年又16天,43.28%,4年又168天/2年又71天
民生加银沪深300ETF联接A,008291,0.74亿元（2020-09-30）,9.46%,20.45%,21.69%,40.72%,--,43.58%,何江/武杰,1年又16天,43.58%,4年又168天/2年又71天
华夏国证半导体芯片ETF联接C,008888,18.93亿元（2020-09-30）,4.87%,13.72%,-6.21%,--,--,16.78%,赵宗庭,222天,16.78%,3年又269天
汇添富深证300ETF联接,470068,0.81亿元（2020-09-30）,10.83%,20.43%,16.98%,46.22%,42.17%,113.90%,过蓓蓓/赖中立,5年又147天,33.28%,5年又162天/8年又72天
申万菱信中证研发创新100ETF联接A,007983,0.76亿元（2020-09-30）,16.88%,26.77%,29.19%,81.93%,--,85.40%,王赟杰/龚丽丽,172天,24.25%,172天/5年又85天
广发沪深300ETF联接A,270010,16.58亿元（2020-09-30）,9.20%,18.92%,15.62%,34.18%,37.65%,218.88%,刘杰,6年又286天,170.38%,6年又286天
泰康沪深300ETF联接A,008926,1.01亿元（2020-09-30）,8.97%,18.57%,14.99%,--,--,24.57%,魏军,194天,24.57%,8年又65天
国联安上证商品ETF联接,257060,0.97亿元（2020-09-30）,8.64%,25.51%,33.14%,40.21%,18.87%,-18.12%,黄欣,10年又43天,-18.12%,10年又272天
泰康沪深300ETF联接C,008927,0.47亿元（2020-09-30）,8.93%,18.45%,14.76%,--,--,24.31%,魏军,194天,24.31%,8年又65天
华安沪深300ETF联接A,008776,0.46亿元（2020-08-03）,9.77%,19.71%,--,--,--,16.61%,许之彦,160天,16.61%,14年又73天
申万菱信中证研发创新100ETF联接C,007984,0.48亿元（2020-09-30）,16.85%,26.66%,28.99%,81.39%,--,84.76%,王赟杰/龚丽丽,172天,24.08%,172天/5年又85天
工银沪深300ETF联接A,005102,0.49亿元（2020-09-30）,7.75%,16.79%,13.15%,28.83%,--,35.48%,刘伟琳,1年又143天,35.48%,6年又87天
工银沪深300ETF联接C,005103,0.08亿元（2020-09-30）,7.71%,16.72%,13.01%,28.51%,--,34.88%,刘伟琳,1年又143天,34.88%,6年又87天
易方达沪深300ETF联接A,110020,49.18亿元（2020-09-30）,9.17%,19.00%,16.32%,35.84%,39.86%,94.20%,余海燕,298天,52.04%,9年又57天
国联安沪深300ETF联接A,008390,9.29亿元（2020-09-30）,9.09%,18.63%,18.94%,39.07%,--,42.03%,章椹元/黄欣,150天,18.42%,3年又94天/10年又272天
南方沪深300联接基金A,202015,11.20亿元（2020-09-30）,9.37%,19.27%,18.65%,39.40%,45.05%,150.54%,罗文杰,4年又313天,105.11%,7年又265天
平安300ETF联接C,005640,3.57亿元（2020-09-30）,9.16%,18.83%,17.54%,36.42%,--,48.07%,成钧,2年又282天,48.07%,3年又17天
国寿安保沪深300ETF联接,000613,52.58亿元（2020-09-30）,9.11%,18.66%,15.21%,33.45%,34.43%,149.79%,李康,2年又336天,44.84%,5年又298天
华夏沪深300ETF联接C,005658,3.59亿元（2020-09-30）,9.17%,18.53%,14.89%,33.36%,--,32.48%,赵宗庭/张弘弢,2年又343天,32.48%,3年又269天/11年又187天
平安300ETF联接A,005639,1.61亿元（2020-09-30）,9.20%,18.96%,17.78%,36.96%,--,49.73%,成钧,2年又282天,49.73%,3年又17天
天弘沪深300ETF联接A,000961,24.39亿元（2020-09-30）,9.24%,18.92%,17.09%,36.75%,41.28%,71.41%,杨超/陈瑶/张子法,1年又205天,48.43%,5年又313天/2年又333天/3年又269天
天弘沪深300ETF联接C,005918,35.13亿元（2020-09-30）,9.22%,18.86%,16.98%,36.48%,--,51.60%,杨超/陈瑶/张子法,1年又205天,47.99%,5年又313天/2年又333天/3年又269天
华夏创业板ETF联接A,006248,1.34亿元（2020-09-30）,14.08%,21.95%,20.09%,68.89%,--,114.19%,徐猛,2年又150天,114.19%,7年又279天
富国上证指数ETF联接,100053,2.80亿元（2020-09-30）,4.68%,10.95%,7.26%,23.73%,24.50%,61.10%,方旻/王保合,5年又95天,36.99%,6年又54天/9年又316天
新华MSCI中国A股国际ETF联接,007541,0.71亿元（2020-09-30）,9.60%,18.20%,15.11%,42.82%,--,50.57%,武磊/邓岳,5天,1.91%,5天/3年又157天
MSCI中国A股国际通联接A,000975,3.05亿元（2020-09-30）,9.90%,19.65%,16.62%,41.70%,47.19%,69.13%,荣膺,3年又62天,47.45%,5年又67天
华夏创业板ETF联接C,006249,1.30亿元（2020-09-30）,14.04%,21.85%,19.91%,68.38%,--,112.67%,徐猛,2年又150天,112.67%,7年又279天
嘉实沪深300ETF联接A,160706,160.59亿元（2020-09-30）,8.89%,18.17%,14.38%,32.46%,35.29%,514.93%,陈正宪/何如,5年又7天,66.04%,5年又7天/6年又248天
南方有色金属ETF联接C,004433,3.66亿元（2020-09-30）,18.45%,43.95%,34.11%,43.14%,13.25%,10.45%,崔蕾,1年又183天,70.18%,2年又64天
上投摩根MSCI中国A股ETF联接A,008944,1.53亿元（2020-09-30）,10.18%,18.98%,--,--,--,16.27%,胡迪,3天,-0.35%,3天
国联安沪深300ETF联接C,008391,0.02亿元（2020-09-30）,9.07%,18.55%,18.82%,38.79%,--,41.98%,章椹元/黄欣,150天,18.32%,3年又94天/10年又272天
南方创业板ETF联接C,004343,7.03亿元（2020-09-30）,14.08%,21.53%,19.07%,67.28%,74.90%,68.62%,孙伟,3年又322天,68.62%,5年又235天
华安沪深300ETF联接C,008777,0.22亿元（2020-08-03）,9.75%,19.64%,--,--,--,16.51%,许之彦,160天,16.51%,14年又73天
南方沪深300联接基金C,004342,0.59亿元（2020-09-30）,9.33%,19.14%,18.42%,38.84%,43.33%,75.63%,罗文杰,3年又322天,75.63%,7年又265天
建信创业板ETF联接A,005873,0.33亿元（2020-09-30）,13.31%,20.71%,19.72%,66.56%,--,92.01%,龚佳佳,1年又47天,85.14%,1年又323天
华泰MSCI中国A股联接A,006286,0.29亿元（2020-09-30）,9.71%,19.09%,19.39%,46.98%,--,95.85%,柳军,2年又93天,95.85%,11年又223天
南方有色金属ETF联接A,004432,1.99亿元（2020-09-30）,18.49%,44.11%,34.39%,43.72%,14.61%,11.93%,崔蕾,1年又183天,71.20%,2年又64天
工银创业板ETF联接C,005391,1.60亿元（2020-09-30）,13.67%,20.69%,17.40%,63.67%,--,66.17%,赵栩,2年又296天,66.17%,9年又87天
建信创业板ETF联接C,005874,0.22亿元（2020-09-30）,13.27%,20.58%,19.48%,65.89%,--,91.01%,龚佳佳,1年又47天,84.32%,1年又323天
南方创业板ETF联接E,010183,0.00亿元（2020-09-30）,14.08%,21.54%,--,--,--,22.63%,孙伟,116天,22.63%,5年又235天
工银创业板ETF联接A,005390,0.34亿元（2020-09-30）,13.70%,20.81%,17.61%,64.26%,--,68.71%,赵栩,2年又296天,68.71%,9年又87天
平安创业板ETF联接A,009012,1.14亿元（2020-09-30）,14.03%,21.43%,19.40%,--,--,57.90%,成钧/钱晶,291天,57.90%,3年又17天/5年又79天
MSCI中国A股国际通联接C,005735,0.23亿元（2020-09-30）,9.87%,19.56%,16.44%,41.19%,--,49.40%,荣膺,2年又309天,49.40%,5年又67天
天弘创业板ETF联接基金A,001592,11.25亿元（2020-09-30）,14.17%,21.60%,18.54%,66.29%,75.88%,23.50%,杨超/张子法,1年又60天,84.03%,5年又313天/3年又269天
平安创业板ETF联接C,009013,1.81亿元（2020-09-30）,14.00%,21.31%,19.16%,--,--,57.41%,成钧/钱晶,291天,57.41%,3年又17天/5年又79天
南方创业板ETF联接A,002656,16.68亿元（2020-09-30）,14.11%,21.66%,19.30%,67.93%,77.00%,52.77%,孙伟,4年又236天,52.77%,5年又235天
易方达创业板ETF联接C,004744,10.54亿元（2020-09-30）,13.86%,20.98%,17.81%,63.55%,69.44%,72.21%,刘树荣/成曦,3年又177天,80.30%,3年又177天/4年又249天
天弘创业板ETF联接基金C,001593,31.65亿元（2020-09-30）,14.15%,21.53%,18.42%,65.93%,74.77%,21.66%,杨超/张子法,1年又60天,83.61%,5年又313天/3年又269天
广发创业板ETF联接C,003766,8.18亿元（2020-09-30）,13.55%,20.59%,17.53%,61.90%,68.11%,68.33%,刘杰,3年又231天,68.33%,6年又286天
上投摩根MSCI中国A股ETF联接C,008945,0.59亿元（2020-09-30）,10.16%,18.95%,--,--,--,16.21%,胡迪,3天,-0.36%,3天
易方达创业板ETF联接A,110026,46.74亿元（2020-09-30）,13.88%,21.06%,17.96%,63.96%,70.92%,214.23%,刘树荣/成曦,3年又177天,81.85%,3年又177天/4年又249天
南方MSCI中国A股联接A,005788,9.50亿元（2020-09-30）,10.47%,19.63%,21.97%,49.91%,--,86.50%,罗文杰,2年又217天,86.50%,7年又265天
南方有色金属ETF联接E,010990,--亿元（--）,--,--,--,--,--,15.53%,崔蕾,23天,15.53%,2年又64天
景顺MSCI中国A股国际通联接,005832,0.45亿元（2020-09-30）,10.42%,20.65%,21.23%,44.58%,--,61.66%,张晓南,26天,11.20%,4年又8天
招商MSCI中国A股国际ETF联接C,005762,2.94亿元（2020-09-30）,9.63%,17.97%,15.10%,37.40%,--,58.64%,王超/白海峰,109天,16.51%,7年又287天/4年又243天
华夏饲料豆粕期货ETF联接C,007938,0.33亿元（2020-09-30）,11.44%,15.98%,22.71%,--,--,29.34%,荣膺,363天,29.34%,5年又67天
华安上证180ETF联接,040180,2.14亿元（2020-09-30）,7.87%,15.94%,11.25%,26.16%,29.27%,90.31%,许之彦,5年又123天,61.88%,14年又73天
南方MSCI中国A股联接C,005789,0.76亿元（2020-09-30）,10.44%,19.49%,21.73%,49.31%,--,84.56%,罗文杰,2年又217天,84.56%,7年又265天
广发创业板ETF联接A,003765,3.32亿元（2020-09-30）,13.57%,20.65%,17.64%,62.21%,68.52%,68.57%,刘杰,3年又231天,68.57%,6年又286天
博时创业板ETF联接A,050021,2.24亿元（2020-09-30）,14.06%,21.23%,19.45%,67.32%,63.74%,155.93%,尹浩,1年又92天,84.73%,1年又92天
平安MSCI中国A股ETF联接A,005868,0.43亿元（2020-09-30）,10.04%,19.43%,19.96%,44.93%,--,76.86%,钱晶/成钧,1年又317天,67.01%,5年又79天/3年又17天
华夏饲料豆粕期货ETF联接A,007937,0.69亿元（2020-09-30）,11.46%,16.07%,22.90%,--,--,29.72%,荣膺,363天,29.72%,5年又67天
浦银安盛MSCI中国A股ETF联接A,009374,0.99亿元（2020-09-23）,9.56%,16.60%,--,--,--,16.61%,高钢杰/陈士俊,109天,16.61%,1年又298天/10年又34天
易方达沪深300ETF联接C,007339,6.77亿元（2020-09-30）,9.15%,18.93%,16.19%,35.57%,--,45.47%,余海燕,298天,51.79%,9年又57天
华夏沪深300ETF联接A,000051,128.68亿元（2020-09-30）,9.19%,18.62%,15.05%,33.84%,37.13%,83.76%,赵宗庭/张弘弢,3年又269天,64.81%,3年又269天/11年又187天
博时创业板ETF联接C,006733,0.83亿元（2020-09-30）,14.06%,21.22%,19.44%,67.27%,--,135.56%,尹浩,1年又92天,84.67%,1年又92天
大成MSCI价值100ETF联接C,007783,0.12亿元（2020-09-30）,4.76%,12.00%,15.88%,35.70%,--,41.28%,刘淼/苏秉毅/张钟玉,102天,12.00%,195天/8年又338天/5年又318天
建信MSCI联接A,005829,0.66亿元（2020-09-30）,10.01%,19.19%,17.45%,39.97%,--,71.37%,梁洪昀,2年又240天,71.37%,11年又69天
广发沪深300ETF联接C,002987,6.23亿元（2020-09-30）,9.18%,18.86%,15.50%,33.92%,36.75%,78.05%,刘杰,4年又189天,78.05%,6年又286天
平安MSCI中国A股ETF联接C,005869,1.09亿元（2020-09-30）,10.03%,19.40%,19.90%,44.78%,--,76.23%,钱晶/成钧,1年又317天,66.58%,5年又79天/3年又17天
浦银安盛MSCI中国A股ETF联接C,009375,1.21亿元（2020-09-23）,9.53%,16.50%,--,--,--,16.51%,高钢杰/陈士俊,109天,16.51%,1年又298天/10年又34天
南华中证杭州湾区ETF联接C,007843,0.23亿元（2020-09-30）,7.70%,16.31%,14.87%,--,--,37.55%,莫志刚,262天,37.55%,1年又358天
易方达MSCI中国A股联接A,006704,0.44亿元（2020-09-30）,9.96%,20.22%,21.21%,50.05%,--,63.88%,宋钊贤/FAN BING(范冰),127天,18.76%,127天/3年又292天
华安创业板50ETF联接A,160422,5.27亿元（2020-09-30）,16.63%,26.60%,26.28%,84.72%,52.27%,70.71%,许之彦,2年又64天,155.79%,14年又73天
华安MSCI中国A股联接A,005747,0.05亿元（2020-09-30）,8.41%,15.72%,11.49%,31.41%,--,61.46%,苏卿云,2年又79天,61.46%,4年又23天
华安MSCI中国A股联接C,005748,0.02亿元（2020-09-30）,8.37%,15.59%,11.26%,30.87%,--,59.63%,苏卿云,2年又79天,59.63%,4年又23天
南华中证杭州湾区ETF联接A,007842,0.20亿元（2020-09-30）,7.74%,16.44%,15.10%,--,--,37.95%,莫志刚,262天,37.95%,1年又358天
国泰中证煤炭ETF联接C,008280,0.57亿元（2020-09-30）,3.00%,17.39%,15.46%,--,--,26.51%,徐成城/梁杏,360天,26.51%,3年又342天/4年又217天
招商MSCI中国A股国际ETF联接A,005761,9.33亿元（2020-09-30）,9.67%,18.14%,15.39%,38.09%,--,60.83%,王超/白海峰,109天,16.68%,7年又287天/4年又243天
易方达MSCI中国A股联接C,006705,0.48亿元（2020-09-30）,9.95%,20.18%,21.15%,49.90%,--,63.20%,宋钊贤/FAN BING(范冰),127天,18.72%,127天/3年又292天
嘉实沪深300ETF联接C,160724,2.09亿元（2020-09-30）,8.86%,18.04%,14.15%,31.93%,--,60.83%,陈正宪/何如,2年又156天,60.83%,5年又7天/6年又248天
国泰中证煤炭ETF联接A,008279,0.25亿元（2020-09-30）,3.02%,17.48%,15.62%,--,--,26.85%,徐成城/梁杏,360天,26.85%,3年又342天/4年又217天
招商深证100ETF联接A,008236,0.03亿元（2020-09-30）,13.99%,26.65%,27.50%,--,--,38.31%,刘重杰,212天,38.31%,2年又251天
建信MSCI联接C,005830,0.12亿元（2020-09-30）,9.97%,19.07%,17.20%,39.40%,--,69.41%,梁洪昀,2年又240天,69.41%,11年又69天
易方达上证50ETF联接基金A,007379,0.83亿元（2020-09-30）,7.72%,16.70%,14.24%,37.09%,--,43.23%,余海燕,29天,8.75%,9年又57天
博时上证50ETF联接A,001237,4.87亿元（2020-09-30）,7.85%,16.85%,13.06%,30.66%,40.84%,43.73%,汪洋/赵云阳,4年又240天,106.60%,5年又355天/8年又60天
华泰MSCI中国A股联接C,006293,1.79亿元（2020-09-30）,9.69%,19.01%,19.24%,46.61%,--,94.10%,柳军,2年又93天,94.10%,11年又223天
招商深证100ETF联接C,008237,0.03亿元（2020-09-30）,13.96%,26.57%,27.35%,--,--,40.40%,刘重杰,212天,40.40%,2年又251天
建信上证50ETF联接C,005881,0.27亿元（2020-09-30）,7.72%,16.01%,13.49%,32.55%,--,64.54%,薛玲,2年又78天,64.54%,4年又191天
大成MSCI价值100ETF联接A,007782,0.24亿元（2020-09-30）,4.77%,12.03%,15.94%,35.83%,--,41.47%,刘淼/苏秉毅/张钟玉,102天,12.03%,195天/8年又338天/5年又318天
银华MSCI中国A股联接C,008201,0.01亿元（2020-09-30）,10.63%,20.00%,20.24%,44.95%,--,49.73%,周大鹏,1年又65天,49.73%,9年又109天
易方达沪深300非银联接C,007882,2.78亿元（2020-09-30）,-0.16%,5.49%,-3.76%,13.62%,--,16.57%,余海燕,1年又144天,16.57%,9年又57天
中银中证100ETF联接A,009479,0.15亿元（2020-11-10）,8.48%,--,--,--,--,9.00%,赵建忠,61天,9.00%,5年又218天
建信上证50ETF联接A,005880,0.44亿元（2020-09-30）,7.77%,16.14%,13.73%,33.09%,--,65.21%,薛玲,2年又78天,65.21%,4年又191天
中银中证100ETF联接C,009480,2.95亿元（2020-11-10）,8.47%,--,--,--,--,8.98%,赵建忠,61天,8.98%,5年又218天
易方达沪深300非银联接A,000950,21.35亿元（2020-09-30）,-0.15%,5.52%,-3.71%,13.74%,25.40%,17.78%,余海燕,5年又355天,17.78%,9年又57天
华夏上证50ETF联接A,001051,14.52亿元（2020-09-30）,7.60%,15.97%,10.55%,25.62%,31.85%,30.27%,徐猛,3年又293天,66.16%,7年又279天
易方达上证50ETF联接基金C,007380,0.50亿元（2020-09-30）,7.71%,16.67%,14.18%,36.96%,--,43.01%,余海燕,29天,8.74%,9年又57天
华夏上证50ETF联接C,005733,3.55亿元（2020-09-30）,7.57%,15.89%,10.39%,25.30%,--,32.75%,徐猛,2年又309天,32.75%,7年又279天
工银上证50ETF联接A,006220,0.36亿元（2020-09-30）,7.52%,15.69%,10.13%,23.61%,--,58.45%,赵栩,2年又17天,58.45%,9年又87天
工银上证50ETF联接C,006221,1.03亿元（2020-09-30）,7.49%,15.62%,9.99%,23.30%,--,57.24%,赵栩,2年又17天,57.24%,9年又87天
博时上证50ETF联接C,005737,2.55亿元（2020-09-30）,7.83%,16.81%,12.99%,30.53%,--,52.91%,赵云阳/汪洋,2年又296天,52.91%,8年又60天/5年又355天
方正富邦深证100ETF联接A,006687,3.44亿元（2020-09-30）,13.97%,26.25%,26.15%,58.48%,--,98.40%,吴昊,1年又352天,98.40%,2年又198天
方正富邦深证100ETF联接C,006688,1.75亿元（2020-09-30）,13.93%,26.11%,25.91%,57.81%,--,93.97%,吴昊,1年又352天,93.97%,2年又198天
华安创业板50ETF联接C,160424,5.29亿元（2020-09-30）,16.60%,26.51%,26.11%,84.26%,--,136.15%,许之彦,1年又235天,136.15%,14年又73天
广发中证100ETF联接A,007135,0.47亿元（2020-09-30）,9.57%,21.05%,21.10%,40.39%,--,49.60%,罗国庆,1年又229天,49.60%,5年又91天
工银深证100ETF联接A,008249,0.25亿元（2020-09-30）,13.75%,25.09%,--,--,--,18.66%,赵栩,170天,18.66%,9年又87天
广发中证100ETF联接C,007136,1.01亿元（2020-09-30）,9.56%,21.00%,21.04%,40.24%,--,49.22%,罗国庆,1年又229天,49.22%,5年又91天
易方达深证100ETF联接C,004742,1.88亿元（2020-09-30）,13.90%,26.06%,25.13%,56.64%,60.67%,100.90%,刘树荣/成曦,3年又177天,89.56%,3年又177天/4年又249天
易方达深证100ETF联接A,110019,15.07亿元（2020-09-30）,13.92%,26.14%,25.28%,57.05%,60.63%,104.46%,刘树荣/成曦,3年又177天,89.54%,3年又177天/4年又249天
工银深证100ETF联接C,008250,0.08亿元（2020-09-30）,13.72%,24.99%,--,--,--,18.54%,赵栩,170天,18.54%,9年又87天
银华MSCI中国A股联接A,006339,0.31亿元（2020-09-30）,10.63%,20.03%,20.30%,45.09%,--,59.47%,周大鹏,1年又220天,59.47%,9年又109天
工银瑞信黄金ETF联接C,008143,0.28亿元（2020-09-30）,1.95%,-1.93%,-1.76%,--,--,-0.66%,赵栩,234天,-0.66%,9年又87天
工银瑞信黄金ETF联接A,008142,0.29亿元（2020-09-30）,1.99%,-1.81%,-1.57%,--,--,-0.43%,赵栩,234天,-0.43%,9年又87天
华夏战略新兴成指ETF联接C,006910,1.15亿元（2020-09-30）,20.02%,27.68%,28.61%,86.28%,--,131.36%,徐猛,33天,20.02%,7年又279天
华安黄金易ETF联接A,000216,24.25亿元（2020-09-30）,2.30%,-2.05%,-1.32%,10.40%,40.62%,43.97%,许之彦,2年又105天,47.98%,14年又73天
华安黄金易ETF联接C,000217,42.61亿元（2020-09-30）,2.28%,-2.14%,-1.48%,10.02%,40.30%,42.76%,许之彦,2年又105天,47.71%,14年又73天
华夏黄金ETF联接C,008702,0.84亿元（2020-09-30）,2.17%,-2.01%,--,--,--,-4.09%,荣膺,178天,-4.09%,5年又67天
