基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
中加中证500指数增强A,010153,0.96亿元（2020-09-27）,4.22%,1.08%,--,--,--,1.12%,钟伟,105天,1.12%,2年又290天
招商中证500指数C,004193,0.47亿元（2020-09-30）,1.71%,5.96%,4.83%,31.30%,14.77%,31.77%,王平,3年又239天,31.77%,10年又205天
东财医药C,008552,0.97亿元（2020-09-30）,11.41%,12.05%,17.91%,--,--,42.66%,吴逸,275天,42.66%,1年又39天
中信保诚中证500指数(LOF),165511,2.09亿元（2020-09-30）,2.88%,8.18%,8.87%,34.28%,23.55%,97.39%,黄稚,9天,1.19%,2年又170天
招商中证500指数A,004192,0.44亿元（2020-09-30）,1.74%,6.07%,5.04%,31.82%,16.15%,32.58%,王平,3年又239天,32.58%,10年又205天
中信建投中证500增强C,006441,0.70亿元（2020-09-30）,1.75%,5.97%,9.42%,--,--,33.82%,王鹏,246天,33.82%,246天
鹏扬中证500质量成长指数C,007594,0.29亿元（2020-09-30）,1.06%,5.09%,12.20%,39.49%,--,51.08%,施红俊,1年又135天,51.08%,1年又135天
广发中证基建工程指数A,005223,14.68亿元（2020-09-30）,-4.82%,-3.15%,-9.16%,-7.32%,--,-28.37%,霍华明,2年又344天,-28.37%,3年又266天
富荣中证500指数C,004791,0.14亿元（2020-09-30）,2.53%,6.81%,2.33%,21.31%,--,31.66%,邱紫华,87天,1.11%,137天
鹏扬中证500质量成长指数A,007593,1.62亿元（2020-09-30）,1.09%,5.20%,12.42%,40.04%,--,52.11%,施红俊,1年又135天,52.11%,1年又135天
天弘中证500指数增强C,001557,2.41亿元（2020-09-30）,6.98%,12.22%,14.48%,47.65%,44.55%,26.21%,杨超,1年又140天,68.75%,5年又313天
鹏华中证500指数(LOF)A,160616,2.86亿元（2020-09-30）,2.47%,8.07%,7.44%,35.81%,20.45%,66.10%,张羽翔,4年又109天,31.72%,5年又117天
创金合信中证500指数增强C,002316,5.28亿元（2020-09-30）,3.71%,6.59%,6.60%,34.60%,30.52%,39.71%,董梁,326天,28.37%,3年又147天
东财医药A,008551,1.32亿元（2020-09-30）,11.43%,12.12%,18.06%,--,--,42.92%,吴逸,275天,42.92%,1年又39天
申万菱信中证500指数优选增强A,003986,13.97亿元（2020-09-30）,5.16%,7.95%,9.45%,37.55%,48.80%,91.82%,刘敦,264天,36.58%,3年又93天
中信建投中证500增强A,006440,0.87亿元（2020-09-30）,1.78%,6.06%,9.59%,--,--,34.09%,王鹏,246天,34.09%,246天
华夏中证500指数增强C,007995,0.24亿元（2020-09-30）,4.54%,6.69%,11.11%,--,--,43.14%,孙蒙/张弘弢,268天,36.66%,299天/11年又187天
创金合信中证500指数增强A,002311,5.23亿元（2020-09-30）,3.72%,6.62%,6.66%,34.74%,31.01%,39.54%,董梁,326天,28.50%,3年又147天
汇添富中证500C,501037,1.44亿元（2020-09-30）,1.75%,6.48%,6.02%,27.82%,13.86%,11.47%,吴振翔,3年又154天,11.47%,10年又341天
创金合信红利低波动A,005561,1.25亿元（2020-09-30）,-3.39%,3.99%,4.52%,14.73%,--,19.78%,孙悦/王林峰,123天,2.64%,123天/1年又144天
人保中证500指数,006611,0.83亿元（2020-09-30）,2.46%,6.23%,2.00%,24.95%,--,55.70%,石晓冉/彬彬,160天,-1.31%,160天/1年又361天
鹏华中证500指数(LOF)C,006938,0.50亿元（2020-09-30）,2.46%,7.96%,7.30%,35.55%,--,75.00%,张羽翔,1年又354天,75.00%,5年又117天
安信中证一带一路主题指数,167503,1.16亿元（2020-09-30）,7.35%,17.91%,14.88%,20.88%,8.90%,-40.50%,施荣盛,355天,24.12%,363天
华夏中证500指数增强A,007994,1.63亿元（2020-09-30）,4.57%,6.81%,11.33%,--,--,43.59%,孙蒙/张弘弢,268天,37.05%,299天/11年又187天
景顺长城中证500增强,006682,2.94亿元（2020-09-30）,3.51%,7.14%,11.51%,35.13%,--,37.02%,徐喻军/黎海威,1年又292天,37.02%,6年又268天/7年又75天
汇添富中证生物科技指数A,501009,12.47亿元（2020-09-30）,14.23%,12.39%,20.17%,93.84%,122.23%,157.50%,过蓓蓓,4年又20天,157.50%,5年又162天
中金MSCI中国A股红利指数C,006352,0.02亿元（2020-09-30）,3.04%,13.18%,10.51%,12.06%,--,31.86%,刘重晋,65天,4.58%,3年又162天
鹏华中证医药卫生(LOF)A,160635,0.88亿元（2020-09-30）,10.55%,10.10%,10.70%,53.42%,46.46%,46.31%,罗捷,1年又52天,46.99%,2年又345天
国金红利增强,501072,0.02亿元（2020-09-30）,-2.22%,-0.22%,-4.49%,-2.22%,--,0.54%,宫雪,1年又220天,0.54%,7年又170天
鹏华中证医药卫生(LOF)C,010366,--亿元（--）,10.54%,--,--,--,--,8.00%,罗捷,75天,8.00%,2年又345天
汇添富中证生物科技指数C,501010,18.04亿元（2020-09-30）,14.19%,12.27%,19.93%,93.09%,122.15%,157.18%,过蓓蓓,4年又20天,157.18%,5年又162天
泰信中证200指数,290010,0.48亿元（2020-09-30）,8.30%,14.11%,11.09%,35.27%,27.51%,45.15%,张彦,6年又6天,40.75%,6年又6天
建信中证500指数增强C,005633,1.75亿元（2020-09-30）,2.49%,4.22%,3.24%,26.87%,--,12.07%,叶乐天,2年又301天,12.07%,8年又297天
建信中证500指数增强A,000478,48.53亿元（2020-09-30）,2.54%,4.36%,3.50%,27.53%,10.48%,169.71%,叶乐天,6年又350天,169.71%,8年又297天
国泰中证500指数增强C,003761,0.30亿元（2020-09-30）,2.56%,5.21%,0.76%,24.32%,24.76%,33.06%,谢东旭,1年又50天,33.65%,4年又13天
国泰中证500指数增强A,003760,0.09亿元（2020-09-30）,2.57%,5.24%,0.78%,24.36%,26.38%,34.85%,谢东旭,1年又50天,33.69%,4年又13天
中金中证500A,003016,1.19亿元（2020-09-30）,5.41%,9.40%,12.60%,42.40%,39.18%,59.03%,耿帅军/魏孛,73天,6.91%,80天/3年又289天
创金合信红利低波动C,005562,0.14亿元（2020-09-30）,-3.41%,3.92%,4.41%,14.49%,--,19.16%,孙悦/王林峰,123天,2.57%,123天/1年又144天
广发中证500指数增强A,009608,3.60亿元（2020-10-15）,2.52%,--,--,--,--,3.21%,赵杰,87天,3.21%,2年又196天
信诚中证800医药指数(LOF),165519,3.57亿元（2020-09-30）,11.10%,9.93%,16.22%,65.45%,64.20%,165.24%,HAN YILING/黄稚,209天,29.74%,2年又276天/2年又170天
中金MSCI中国A股红利指数A,006351,0.14亿元（2020-09-30）,3.05%,13.26%,10.64%,12.33%,--,32.42%,刘重晋,65天,4.61%,3年又162天
南方中证国有企业改革指数(LOF)A,160136,1.32亿元（2020-12-04）,11.85%,20.14%,16.48%,37.66%,41.58%,5.80%,孙伟,4年又166天,82.71%,5年又235天
广发中证500指数增强C,009609,1.59亿元（2020-10-15）,2.48%,--,--,--,--,3.11%,赵杰,87天,3.11%,2年又196天
中金中证500C,003578,1.26亿元（2020-09-30）,5.37%,9.27%,12.36%,41.82%,37.75%,46.92%,耿帅军/魏孛,73天,6.82%,80天/3年又289天
安信中证500指数增强C,005966,0.49亿元（2020-09-30）,3.94%,7.75%,4.12%,34.92%,--,79.30%,徐黄玮,2年又43天,79.30%,3年又71天
安信中证500指数增强A,005965,0.14亿元（2020-09-30）,3.98%,7.87%,4.33%,35.47%,--,80.83%,徐黄玮,2年又43天,80.83%,3年又71天
广发中证医疗指数(LOF)A,502056,0.91亿元（2020-09-30）,12.56%,16.26%,17.68%,83.62%,137.45%,60.49%,罗国庆,4年又167天,112.00%,5年又91天
南方中证国有企业改革指数(LOF)C,010722,--亿元（--）,9.64%,--,--,--,--,9.64%,孙伟,40天,9.64%,5年又235天
中金优选300指数(LOF)C,501061,0.57亿元（2020-09-30）,4.11%,12.07%,12.80%,30.57%,--,68.78%,耿帅军/魏孛,73天,6.80%,80天/3年又289天
广发中证医疗指数(LOF)C,009881,0.04亿元（2020-09-30）,12.54%,16.21%,--,--,--,13.54%,罗国庆,137天,13.54%,5年又91天
恒生沪深港通细分行业龙头C,008408,0.15亿元（2020-09-30）,7.24%,16.36%,6.48%,--,--,25.63%,杨伟,233天,25.63%,4年又161天
上银中证500指数增强型A,009613,2.89亿元（2020-09-30）,1.48%,2.99%,-4.01%,--,--,-4.00%,徐静远,193天,-4.00%,193天
华宝中证医疗指数,162412,9.36亿元（2020-09-30）,12.88%,16.60%,19.69%,87.93%,145.43%,-12.68%,胡洁,250天,50.69%,8年又88天
上银中证500指数增强型C,009614,1.09亿元（2020-09-30）,1.45%,2.91%,-4.16%,--,--,-4.15%,徐静远,193天,-4.15%,193天
中金优选300指数(LOF)A,501060,1.49亿元（2020-09-30）,4.13%,12.15%,12.94%,30.90%,--,70.08%,耿帅军/魏孛,73天,6.85%,80天/3年又289天
富国中证国有企业改革指数,161026,54.45亿元（2020-09-30）,11.62%,19.25%,14.71%,33.53%,28.82%,39.60%,张圣贤/王保合,5年又221天,-16.03%,5年又221天/9年又316天
国泰国证新能源汽车指数,160225,12.35亿元（2020-09-30）,19.43%,55.99%,58.53%,96.01%,69.79%,85.92%,谢东旭,1年又71天,147.99%,4年又13天
方正富邦中证500指数增强C,010067,1.98亿元（2020-12-02）,0.34%,--,--,--,--,0.34%,吴昊,39天,0.34%,2年又198天
恒生沪深港通细分行业龙头A,008407,1.51亿元（2020-09-30）,7.26%,16.48%,6.69%,--,--,25.95%,杨伟,233天,25.95%,4年又161天
泰达中证500指数增强(LOF),162216,3.84亿元（2020-09-30）,4.03%,7.40%,8.81%,33.92%,33.93%,230.16%,刘欣/刘洋,1年又52天,48.51%,8年又151天/2年又154天
红土创新沪深300增强C,006699,0.19亿元（2020-09-30）,10.25%,19.25%,17.12%,44.07%,--,63.82%,庞世恩/储荞,1年又267天,48.43%,4年又138天/1年又320天
申万菱信中证申万医药生物指数,163118,3.63亿元（2020-09-30）,11.49%,12.43%,19.77%,73.24%,78.12%,81.44%,王赟杰/龚丽丽,172天,7.50%,172天/5年又85天
红土创新沪深300增强A,006698,0.24亿元（2020-09-30）,10.27%,19.35%,17.30%,44.49%,--,65.09%,庞世恩/储荞,1年又267天,49.42%,4年又138天/1年又320天
方正富邦中证500指数增强A,010066,0.17亿元（2020-12-02）,0.27%,--,--,--,--,0.27%,吴昊,39天,0.27%,2年又198天
长盛中证金融地产指数(LOF),160814,2.04亿元（2020-09-30）,-0.74%,6.78%,1.32%,15.00%,28.92%,19.17%,陈亘斯,1年又225天,31.80%,1年又226天
易方达中证国企改革(LOF),502006,2.35亿元（2020-09-30）,12.31%,22.39%,24.23%,50.82%,52.50%,4.18%,林伟斌,9天,4.50%,6年又254天
申万菱信中证500指数增强A,002510,4.84亿元（2020-09-30）,4.60%,7.93%,10.62%,41.70%,48.63%,65.96%,俞诚,264天,40.11%,5年又40天
申万菱信中证500指数增强C,007795,3.23亿元（2020-09-30）,4.58%,7.84%,10.44%,41.27%,--,77.68%,俞诚,264天,39.81%,5年又40天
融通中证精准医疗主题指数(LOF),161629,0.54亿元（2020-09-30）,8.70%,10.42%,1.03%,38.78%,44.90%,-1.84%,何天翔,5年又179天,-1.84%,6年又79天
浦银安盛基本面400指数,519117,0.31亿元（2020-09-30）,2.15%,7.82%,4.63%,21.94%,7.37%,80.60%,陈士俊,8年又243天,80.60%,10年又34天
信诚中证800金融(LOF),165521,7.07亿元（2020-09-30）,0.20%,8.16%,0.03%,10.38%,20.12%,115.80%,HAN YILING,1年又115天,14.22%,2年又276天
信诚中证800有色指数(LOF),165520,3.25亿元（2020-09-30）,20.25%,49.94%,43.46%,54.12%,23.86%,59.53%,HAN YILING/黄稚,209天,75.49%,2年又276天/2年又170天
天弘沪深300指数增强A,008592,0.86亿元（2020-09-30）,13.93%,22.99%,23.17%,47.70%,--,49.95%,杨超,1年又15天,49.95%,5年又313天
天弘沪深300指数增强C,008593,0.41亿元（2020-09-30）,13.90%,22.89%,22.99%,47.27%,--,49.49%,杨超,1年又15天,49.49%,5年又313天
中证财通可持续发展100指数C,003184,0.00亿元（2019-12-31）,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,朱海东/吴迪,1年又169天,0.00%,1年又179天/4年又265天
国泰国证医药卫生行业指数,160219,17.35亿元（2020-09-30）,12.60%,12.91%,17.91%,69.64%,82.23%,176.17%,梁杏,30天,13.56%,4年又217天
泰信中证锐联基本面400指数(LOF),162907,0.44亿元（2020-09-30）,2.04%,7.62%,3.12%,19.46%,0.66%,80.21%,张彦,6年又6天,10.56%,6年又6天
广发中证全指建筑材料指数A,004856,8.94亿元（2020-09-30）,4.39%,6.22%,10.06%,30.66%,32.90%,45.39%,罗国庆,3年又162天,45.39%,5年又91天
广发中证全指建筑材料指数C,004857,10.34亿元（2020-09-30）,4.37%,6.16%,9.95%,30.41%,33.24%,46.08%,罗国庆,3年又162天,46.08%,5年又91天
万家中证500指数增强A,006729,0.48亿元（2020-09-30）,2.89%,5.19%,6.59%,34.45%,--,64.77%,乔亮,1年又81天,46.20%,1年又143天
国投瑞银沪深300量化C,007144,0.19亿元（2020-09-30）,9.34%,19.93%,22.25%,47.71%,--,58.20%,殷瑞飞,1年又214天,58.20%,7年又108天
万家中证500指数增强C,006730,0.26亿元（2020-09-30）,2.86%,5.07%,6.38%,33.91%,--,63.22%,乔亮,1年又81天,45.63%,1年又143天
国投瑞银沪深300量化A,007143,2.07亿元（2020-09-30）,9.38%,20.06%,22.50%,48.33%,--,59.25%,殷瑞飞,1年又214天,59.25%,7年又108天
汇添富中证精准医疗指数C,501006,5.18亿元（2020-09-30）,9.31%,6.06%,10.83%,68.48%,81.50%,75.44%,吴振翔,4年又356天,75.44%,10年又341天
富安达中证500指数增强,007943,0.51亿元（2020-09-30）,3.45%,5.88%,1.95%,23.06%,--,25.10%,纪青,1年又53天,25.10%,4年又26天
华富中小板指数增强,410010,0.10亿元（2020-09-30）,9.71%,15.78%,11.96%,42.08%,23.38%,76.56%,郜哲,1年又178天,66.77%,2年又322天
易方达中小板指数(LOF),161118,2.59亿元（2020-09-30）,10.79%,18.72%,17.30%,51.40%,36.48%,114.57%,刘树荣,262天,51.23%,3年又177天
申万菱信中小板指数C,007799,0.13亿元（2020-09-30）,10.68%,18.62%,16.62%,50.96%,--,84.84%,王赟杰,170天,21.57%,172天
浙商汇金中证转型成长指数,003366,0.20亿元（2020-09-30）,3.91%,4.38%,0.26%,28.07%,11.45%,16.80%,陈顾君,216天,23.99%,355天
申万菱信中小板指数(LOF)A,163111,1.55亿元（2020-09-30）,10.70%,18.71%,16.80%,51.42%,40.19%,120.51%,王赟杰,170天,21.73%,172天
长城中证500指数增强A,006048,0.58亿元（2020-09-30）,5.21%,5.82%,5.69%,32.73%,--,46.08%,雷俊,2年又42天,75.96%,4年又364天
长城中证500指数增强C,007413,0.10亿元（2020-09-30）,5.18%,5.73%,5.53%,32.32%,--,55.02%,雷俊,1年又247天,55.02%,4年又364天
富国中证500指数(LOF),161017,54.12亿元（2020-09-30）,5.10%,7.18%,4.37%,29.67%,21.60%,181.13%,方旻/徐幼华/李笑薇,6年又54天,103.57%,6年又54天/9年又245天/11年又21天
汇添富中证精准医疗指数A,501005,12.27亿元（2020-09-30）,9.34%,6.17%,11.05%,69.15%,83.40%,78.67%,吴振翔,4年又356天,78.67%,10年又341天
国泰国证有色金属行业指数,160221,34.00亿元（2020-09-30）,19.28%,46.28%,37.93%,46.25%,10.95%,-6.43%,谢东旭,1年又71天,77.61%,4年又13天
诺安中证500指数增强A,001351,0.97亿元（2020-09-30）,4.87%,8.65%,4.83%,35.68%,17.34%,2.51%,路龙凯/梅律吾,1年又325天,58.37%,4年又141天/12年又338天
融通深证成份指数A,161612,1.23亿元（2020-09-30）,9.74%,19.50%,18.19%,48.78%,48.78%,41.44%,蔡志伟,4年又4天,68.72%,5年又335天
鹏华中证A股资源产业指数(LOF),160620,1.42亿元（2020-09-30）,7.70%,23.78%,17.19%,19.17%,2.57%,0.87%,闫冬,1年又52天,37.04%,1年又298天
兴全沪深300指数(LOF)C,007230,1.96亿元（2020-09-30）,7.80%,15.71%,14.29%,32.37%,--,54.80%,申庆,1年又220天,54.80%,10年又72天
汇添富沪深300安中指数,000368,3.94亿元（2020-09-30）,9.32%,19.75%,23.79%,53.24%,50.13%,151.25%,吴振翔,7年又67天,151.25%,10年又341天
融通深证成份指数C,004875,0.15亿元（2020-09-30）,9.68%,19.32%,17.99%,48.22%,46.16%,58.50%,蔡志伟,3年又190天,58.50%,5年又335天
大成沪深300指数C,007096,0.01亿元（2020-09-30）,7.52%,16.60%,15.40%,34.89%,--,47.65%,苏秉毅/张钟玉,195天,33.17%,8年又338天/5年又318天
诺安中证500指数增强C,010355,--亿元（--）,4.82%,--,--,--,--,9.32%,路龙凯/梅律吾,74天,9.32%,4年又141天/12年又338天
国富沪深300指数增强,450008,4.20亿元（2020-09-30）,10.39%,19.01%,20.40%,48.96%,60.67%,145.68%,张志强,3年又114天,71.65%,7年又297天
兴全沪深300指数(LOF)A,163407,51.21亿元（2020-09-30）,7.84%,15.84%,14.52%,32.90%,51.18%,184.80%,申庆,10年又72天,184.80%,10年又72天
富国中证工业4.0指数,161031,18.62亿元（2020-09-30）,15.23%,25.66%,20.12%,72.92%,93.92%,3.90%,张圣贤,1年又1天,67.02%,5年又221天
天弘中证800指数A,001588,0.23亿元（2020-09-30）,7.81%,16.23%,14.37%,41.13%,47.69%,42.46%,张子法,1年又60天,51.83%,3年又269天
大成沪深300指数A,519300,17.88亿元（2020-09-30）,7.53%,16.63%,15.64%,35.23%,35.22%,335.04%,苏秉毅/张钟玉,195天,33.45%,8年又338天/5年又318天
富国中证医药主题指数增强,161035,6.51亿元（2020-09-30）,12.10%,10.68%,8.47%,74.58%,119.23%,117.70%,蔡卡尔/牛志冬,1年又1天,68.11%,4年又5天/5年又244天
长盛同庆中证800(LOF),160806,4.12亿元（2020-09-30）,8.80%,18.34%,19.67%,44.45%,54.90%,116.59%,陈亘斯,1年又225天,72.98%,1年又226天
天弘中证800指数C,001589,0.33亿元（2020-09-30）,7.79%,16.17%,14.25%,40.86%,46.77%,40.69%,张子法,1年又60天,51.48%,3年又269天
南方沪深300增强C,009060,2.26亿元（2020-09-30）,8.78%,18.27%,23.15%,--,--,54.93%,李振兴,262天,54.93%,5年又343天
国联安双力中小板综指,162510,0.08亿元（2020-09-30）,3.43%,7.30%,3.24%,24.54%,6.70%,107.65%,黄欣,4年又106天,7.20%,10年又272天
招商沪深300高贝塔,161718,0.37亿元（2020-09-30）,5.50%,11.71%,4.18%,28.14%,20.87%,45.11%,刘重杰/苏燕青,152天,9.08%,2年又251天/3年又363天
海富通中证500增强A,519034,0.22亿元（2020-09-30）,7.07%,11.64%,12.96%,43.33%,17.29%,97.51%,纪君凯/杜晓海,191天,19.65%,219天/4年又203天
海富通中证500增强C,009004,0.01亿元（2020-09-30）,7.05%,11.57%,12.82%,--,--,29.62%,纪君凯/杜晓海,191天,19.50%,219天/4年又203天
南方沪深300增强A,009059,1.67亿元（2020-09-30）,8.82%,18.40%,23.40%,--,--,55.37%,李振兴,262天,55.37%,5年又343天
招商中证1000指数增强A,004194,0.50亿元（2020-09-30）,-3.43%,-0.23%,-0.20%,32.11%,33.08%,27.05%,王平,3年又314天,27.05%,10年又205天
华夏上证50AH优选指数A,501050,14.48亿元（2020-09-30）,10.56%,19.62%,10.06%,25.15%,37.22%,70.70%,荣膺,4年又76天,70.70%,5年又67天
招商中证1000指数增强C,004195,0.39亿元（2020-09-30）,-3.46%,-0.34%,-0.40%,31.58%,31.48%,26.51%,王平,3年又314天,26.51%,10年又205天
汇添富上证综合指数,470007,9.88亿元（2020-09-30）,6.27%,12.68%,11.52%,25.06%,20.62%,50.63%,吴振翔,9年又49天,95.88%,10年又341天
景顺长城沪深300指数增强,000311,68.01亿元（2020-09-30）,9.27%,14.79%,12.67%,34.16%,34.16%,245.15%,黎海威,7年又75天,245.15%,7年又75天
招商央视财经50指数A,217027,5.40亿元（2020-09-30）,7.25%,18.43%,19.81%,39.84%,51.46%,223.98%,侯昊,3年又128天,72.88%,3年又142天
方正富邦保险主题指数,167301,10.19亿元（2020-09-30）,-0.73%,9.12%,5.09%,12.03%,21.95%,70.06%,吴昊,2年又25天,48.22%,2年又198天
招商央视财经50指数C,004410,0.14亿元（2020-09-30）,7.22%,18.30%,19.56%,39.27%,49.62%,76.78%,侯昊,3年又128天,70.55%,3年又142天
天弘中证科技100指数增强C,010203,3.11亿元（2020-10-28）,14.37%,--,--,--,--,13.86%,刘笑明/杨超,73天,14.21%,1年又261天/5年又313天
银河沪深300指数增强A,007275,1.32亿元（2020-09-30）,8.94%,19.39%,23.84%,46.27%,--,59.19%,楼华锋,1年又135天,59.19%,5年又6天
招商沪深300指数增强A,004190,2.28亿元（2020-09-30）,8.16%,18.65%,22.17%,49.16%,57.54%,91.74%,王平,3年又335天,91.74%,10年又205天
浦银安盛沪深300指数增强,519116,4.13亿元（2020-09-30）,11.80%,22.34%,22.78%,46.36%,64.45%,152.76%,陈士俊,10年又34天,152.76%,10年又34天
富国中证高端制造指数增强型,161037,0.66亿元（2020-09-30）,9.28%,14.86%,13.85%,61.67%,76.58%,108.47%,牛志冬/蔡卡尔,1年又1天,57.43%,5年又244天/4年又5天
新华沪深300指数增强C,008184,1.59亿元（2020-09-30）,8.68%,17.36%,22.38%,45.16%,--,46.55%,邓岳,1年又24天,46.55%,3年又157天
天弘中证科技100指数增强A,010202,0.56亿元（2020-10-28）,14.40%,--,--,--,--,13.92%,刘笑明/杨超,73天,14.26%,1年又261天/5年又313天
申万菱信深证成份指数,163109,34.98亿元（2020-09-30）,9.02%,17.41%,13.46%,40.42%,33.56%,10.45%,王赟杰,170天,17.24%,172天
创金合信中证1000指数增强A,003646,0.80亿元（2020-09-30）,0.18%,4.63%,5.42%,33.26%,39.73%,40.11%,董梁,1年又190天,46.25%,3年又147天
招商沪深300指数增强C,004191,3.22亿元（2020-09-30）,8.12%,18.51%,21.92%,48.56%,55.70%,89.28%,王平,3年又335天,89.28%,10年又205天
中金沪深300C,003579,2.53亿元（2020-09-30）,11.46%,20.50%,23.38%,52.55%,64.68%,95.94%,耿帅军/魏孛,73天,15.82%,80天/3年又289天
创金合信中证1000指数增强C,003647,0.16亿元（2020-09-30）,0.17%,4.57%,5.30%,32.98%,38.43%,38.76%,董梁,1年又190天,45.68%,3年又147天
银河沪深300指数增强C,007276,0.74亿元（2020-09-30）,8.89%,19.23%,23.52%,45.54%,--,58.06%,楼华锋,1年又135天,58.06%,5年又6天
中金沪深300A,003015,1.36亿元（2020-09-30）,11.50%,20.64%,23.63%,53.18%,62.72%,104.43%,耿帅军/魏孛,73天,15.91%,80天/3年又289天
汇添富中证中药指数(LOF)C,501012,0.54亿元（2020-09-30）,4.24%,2.96%,3.14%,27.98%,-3.30%,-1.47%,过蓓蓓,4年又13天,-1.47%,5年又162天
建信央视财经50指数(LOF),165312,5.95亿元（2020-09-30）,7.00%,17.27%,18.67%,37.83%,44.62%,218.89%,叶乐天,7年又290天,218.89%,8年又297天
前海开源中证健康产业指数,164401,4.48亿元（2020-09-30）,2.65%,3.72%,14.11%,72.04%,80.94%,98.02%,梁溥森,23天,3.35%,248天
汇添富中证中药指数(LOF)A,501011,1.94亿元（2020-09-30）,4.27%,3.06%,3.34%,28.50%,-2.46%,-0.39%,过蓓蓓,4年又13天,-0.39%,5年又162天
博时银智大数据100A,002588,0.49亿元（2020-09-30）,5.70%,3.57%,-2.66%,22.63%,24.91%,82.21%,杨振建/桂征辉,2年又39天,64.69%,2年又39天/5年又175天
汇添富沪深300指数A,501043,1.92亿元（2020-09-30）,9.19%,19.71%,21.32%,43.64%,52.63%,62.47%,董瑾,1年又11天,44.20%,1年又38天
博时银智大数据100C,004416,0.02亿元（2020-09-30）,5.64%,3.40%,-2.95%,21.90%,22.62%,33.09%,杨振建/桂征辉,2年又39天,62.52%,2年又39天/5年又175天
汇添富沪深300指数C,501045,1.04亿元（2020-09-30）,9.18%,19.64%,21.17%,43.29%,51.87%,61.67%,董瑾,1年又11天,43.83%,1年又38天
中海上证50指数增强,399001,2.79亿元（2020-09-30）,7.01%,14.84%,12.51%,26.91%,48.97%,89.64%,彭海平,8年又4天,152.51%,8年又4天
中金MSCI低波动C,006344,0.01亿元（2020-09-30）,5.44%,11.42%,10.56%,22.11%,--,53.96%,刘重晋,65天,7.40%,3年又162天
信诚沪深300指数(LOF),165515,4.31亿元（2020-09-30）,10.04%,20.71%,21.61%,41.17%,44.26%,130.40%,HAN YILING,2年又235天,53.30%,2年又276天
华宝MSCI中国A股国际通(LOF),501086,0.36亿元（2020-09-30）,9.61%,19.00%,17.12%,43.53%,--,55.41%,胡洁,250天,43.30%,8年又88天
中金MSCI低波动A,006343,0.16亿元（2020-09-30）,5.46%,11.49%,10.70%,22.42%,--,54.39%,刘重晋,65天,7.44%,3年又162天
华夏上证50AH优选指数C,006395,0.07亿元（2020-09-30）,10.47%,19.38%,9.54%,24.39%,--,50.58%,荣膺,2年又114天,50.58%,5年又67天
永赢沪深300C,007539,0.94亿元（2020-09-30）,9.55%,20.31%,22.27%,45.45%,--,59.95%,万纯,173天,21.27%,1年又225天
农银沪深300指数A,660008,6.40亿元（2020-09-30）,9.08%,18.63%,16.09%,35.11%,39.52%,92.04%,宋永安,8年又162天,162.35%,8年又162天
南方大数据300C,001426,0.49亿元（2020-09-30）,9.41%,18.95%,21.54%,44.36%,37.59%,61.87%,崔蕾,1年又197天,58.56%,2年又64天
工银沪深300指数C,006937,0.28亿元（2020-09-30）,9.05%,18.66%,14.98%,32.95%,--,53.97%,刘伟琳/赵栩,1年又353天,53.97%,6年又87天/9年又87天
鹏华沪深300指数(LOF)C,006939,0.82亿元（2020-09-30）,9.49%,20.37%,20.74%,44.77%,--,95.00%,张羽翔,1年又354天,95.00%,5年又117天
农银沪深300指数C,005152,0.01亿元（2020-09-30）,9.04%,18.49%,15.84%,34.56%,--,41.42%,宋永安,2年又296天,41.42%,8年又162天
南方大数据300A,001420,2.91亿元（2020-09-30）,9.44%,19.08%,21.79%,44.94%,39.24%,65.13%,崔蕾,1年又197天,59.52%,2年又64天
鹏华沪深300指数(LOF)A,160615,4.22亿元（2020-09-30）,9.47%,20.46%,20.92%,45.01%,52.63%,167.52%,张羽翔,4年又109天,103.91%,5年又117天
永赢沪深300A,007538,5.21亿元（2020-09-30）,9.56%,20.34%,22.33%,45.59%,--,60.21%,万纯,173天,21.32%,1年又225天
东方红中证竞争力指数A,007657,11.71亿元（2020-09-30）,8.87%,17.74%,16.87%,40.83%,--,54.34%,戎逸洲/徐习佳,65天,12.17%,1年又43天/1年又164天
创金合信MSCI中国A股A,005567,0.23亿元（2020-09-30）,9.67%,18.74%,16.78%,41.69%,--,56.91%,孙悦/王林峰,123天,19.10%,123天/1年又144天
交银创业板50指数C,007465,4.02亿元（2020-09-30）,17.29%,27.48%,27.63%,93.81%,--,102.34%,蔡铮,1年又52天,102.34%,8年又16天
平安中证500指数增强A,009336,0.16亿元（2020-09-30）,6.14%,9.64%,15.95%,--,--,27.57%,毛时超,195天,18.80%,246天
前海开源沪深300指数,000656,2.97亿元（2020-09-30）,9.86%,21.42%,24.23%,51.32%,69.70%,173.10%,梁溥森/黄玥,151天,22.77%,248天/3年又324天
交银创业板50指数A,007464,7.50亿元（2020-09-30）,17.32%,27.62%,27.87%,94.57%,--,103.23%,蔡铮,1年又52天,103.23%,8年又16天
博时中证淘金大数据100I,001243,1.30亿元（2020-09-30）,4.45%,5.08%,-1.27%,21.18%,15.38%,18.09%,杨振建/桂征辉,2年又39天,54.57%,2年又39天/5年又175天
